time,gyroscope_x,gyroscope_y,gyroscope_z,accelerometer_x,accelerometer_y,accelerometer_z,phase
2024-06-14 09:46:06.253,-178.85,-316.26,-51.31,5.813056,1.9549279999999998,-6.818823999999999,1
2024-06-14 09:46:06.258,-164.99,-294.07,-93.73,2.5439439999999998,0.64904,-1.5440319999999998,1
2024-06-14 09:46:06.263,-155.96,-220.57,-85.12,-1.885632,-0.243024,1.5176800000000001,1
2024-06-14 09:46:06.267,-213.78,-327.53,-65.52,-2.067168,-0.21862399999999999,-0.9774639999999999,1
2024-06-14 09:46:06.272,-194.39,-364.07,-57.33,-2.420968,0.440176,-2.4653759999999996,1
2024-06-14 09:46:06.277,-146.37,-356.72,-61.46,-0.530944,-0.055144,-2.221864,1
2024-06-14 09:46:06.282,-110.81,-336.63,-74.55,0.892064,-0.38112799999999997,-1.6713999999999998,1
2024-06-14 09:46:06.287,-54.53,-309.33,-97.51,1.6616399999999998,-0.356728,-1.9978719999999999,1
2024-06-14 09:46:06.292,12.18,-297.08,-117.25,0.75152,-0.14005599999999999,-2.1159679999999996,1
2024-06-14 09:46:06.296,49.56,-305.69,-125.86,-0.391864,0.20544800000000002,-2.2291839999999996,1
2024-06-14 09:46:06.301,56.63,-302.19,-116.2,-0.5148400000000001,0.6831999999999999,-2.0525279999999997,1
2024-06-14 09:46:06.306,41.65,-293.37,-87.57,-0.019032,0.906704,-1.835856,1
2024-06-14 09:46:06.311,19.18,-289.17,-49.7,0.160552,0.934032,-1.853912,1
2024-06-14 09:46:06.316,6.16,-272.44,-10.99,0.103456,0.819352,-1.7284959999999998,1
2024-06-14 09:46:06.321,-5.81,-259.0,19.46,-0.07027199999999999,0.40211199999999997,-1.740696,1
2024-06-14 09:46:06.325,-18.62,-248.78,34.72,-0.079056,0.010736,-1.520608,1
2024-06-14 09:46:06.330,-21.42,-233.03,32.2,-0.023424,-0.35721600000000003,-1.6894559999999998,1
2024-06-14 09:46:06.335,-28.35,-200.13,9.17,0.064416,-0.60024,-1.765584,1
2024-06-14 09:46:06.340,-13.58,-165.06,-21.35,0.040015999999999996,-0.571448,-1.530856,1
2024-06-14 09:46:06.345,-11.2,-120.33,-47.04,0.179584,-0.3172,-1.423984,1
2024-06-14 09:46:06.350,-10.5,-64.54,-37.24,0.059048,-0.115656,-1.267824,1
2024-06-14 09:46:06.354,-10.64,-55.72,-20.58,0.10003999999999999,0.029768,-1.24196,1
2024-06-14 09:46:06.359,-7.49,-36.05,-11.83,0.094184,0.147376,-1.2014559999999999,1
2024-06-14 09:46:06.364,-3.57,-28.56,-9.17,-0.018544,0.046848,-1.06384,1
2024-06-14 09:46:06.369,-3.22,-21.84,-7.07,-0.056119999999999996,-0.045384,-1.024312,1
2024-06-14 09:46:06.374,-3.78,-16.17,-5.95,-0.036112000000000005,-0.062952,-1.0360239999999998,1
2024-06-14 09:46:06.379,-2.45,-5.32,-5.32,-0.076128,-0.027816,-0.965264,1
2024-06-14 09:46:06.383,-3.29,-6.86,-2.73,-0.013176,0.023912,-1.0477359999999998,1
2024-06-14 09:46:06.388,-2.94,-9.31,-1.05,-0.035624,0.024399999999999998,-1.0394400000000001,1
2024-06-14 09:46:06.393,-1.75,-9.8,-1.75,-0.06344,-0.035135999999999994,-1.0140639999999999,2
2024-06-14 09:46:06.398,-2.24,-10.08,-1.61,-0.058072,-0.045384,-1.01748,2
2024-06-14 09:46:06.403,-2.8,-9.8,-1.19,-0.05124,-0.015616,-1.0140639999999999,2
2024-06-14 09:46:06.408,-3.15,-9.38,-0.7,-0.05124,-0.010248,-1.0096720000000001,2
2024-06-14 09:46:06.412,-3.22,-9.17,-0.42,-0.042944,-0.027816,-1.0096720000000001,2
2024-06-14 09:46:06.417,-3.57,-9.03,-0.35,-0.048312,-0.030744,-1.015528,2
2024-06-14 09:46:06.422,-4.27,-9.45,-0.21,-0.054168,-0.030744,-1.0145520000000001,2
2024-06-14 09:46:06.427,-4.97,-9.52,0.07,-0.058072,-0.03172,-1.016504,2
2024-06-14 09:46:06.432,-5.67,-9.87,0.42,-0.057095999999999994,-0.037576,-1.01016,2
2024-06-14 09:46:06.437,-6.51,-10.08,0.7,-0.056119999999999996,-0.03904,-1.0043039999999999,2
2024-06-14 09:46:06.441,-7.28,-10.29,0.77,-0.057583999999999996,-0.038552,-1.001376,2
2024-06-14 09:46:06.446,-7.84,-11.2,0.7,-0.053192,-0.032208,-1.0004,2
2024-06-14 09:46:06.451,-8.12,-11.34,0.49,-0.05124,-0.0366,-1.005768,2
2024-06-14 09:46:06.456,-8.33,-11.62,0.63,-0.052704,-0.027327999999999998,-1.0047920000000001,2
2024-06-14 09:46:06.461,-8.19,-10.5,0.56,-0.04636,-0.026352,-1.00528,2
2024-06-14 09:46:06.466,-8.26,-11.69,0.49,-0.054168,-0.028304,-1.0096720000000001,2
2024-06-14 09:46:06.470,-8.68,-12.53,0.56,-0.051728,-0.028304,-1.007232,2
2024-06-14 09:46:06.475,-8.54,-13.37,0.56,-0.055632,-0.024887999999999997,-1.0091839999999999,2
2024-06-14 09:46:06.480,-8.75,-14.21,0.35,-0.049775999999999994,-0.018544,-1.010648,2
2024-06-14 09:46:06.485,-8.54,-15.12,0.07,-0.040992,-0.014152,-1.011136,2
2024-06-14 09:46:06.490,-8.19,-15.54,-0.14,-0.038064,-0.012199999999999999,-1.01016,2
2024-06-14 09:46:06.495,-6.72,-22.61,0.0,-0.036112000000000005,-0.015128,-1.010648,2
2024-06-14 09:46:06.499,-6.3,-18.41,-0.14,-0.03904,-0.018544,-1.0145520000000001,2
2024-06-14 09:46:06.504,-7.0,-14.63,-0.14,-0.03904,-0.02196,-1.006744,2
2024-06-14 09:46:06.509,-7.21,-16.59,0.21,-0.040992,-0.016104,-1.006744,2
2024-06-14 09:46:06.514,-6.51,-17.15,0.35,-0.030744,-0.012199999999999999,-1.008696,2
2024-06-14 09:46:06.519,-5.81,-17.92,0.49,-0.031232,-0.009272,-1.00772,2
2024-06-14 09:46:06.524,-12.81,-78.33,1.75,-0.027816,-0.008783999999999998,-1.012112,2
2024-06-14 09:46:06.528,-8.47,-40.67,0.07,-0.026352,-0.010736,-1.0096720000000001,2
2024-06-14 09:46:06.533,-4.9,-32.9,-1.05,-0.028791999999999998,-0.008783999999999998,-1.013088,2
2024-06-14 09:46:06.538,-6.79,-28.56,-1.05,-0.028304,-0.012199999999999999,-1.01016,2
