collection_id,accuracy,data_size,n_heel_strike,n_foot_flat,n_heel_off,n_toe_off,label,precision,recall,f1-score,support
0373xrf1eaJoc8IcE6Gc_7_R,0.971830985915493,213,0,77,52,84,foot flat,0.9625,1.0,0.9808917197452229,77.0
0373xrf1eaJoc8IcE6Gc_7_R,0.971830985915493,213,0,77,52,84,heel off,1.0,0.8846153846153846,0.9387755102040817,52.0
0373xrf1eaJoc8IcE6Gc_7_R,0.971830985915493,213,0,77,52,84,toe off,0.9655172413793104,1.0,0.9824561403508771,84.0
04SwmTFshylAIDUNCYTh_12_R,0.748898678414097,227,0,135,12,80,foot flat,1.0,0.6370370370370371,0.7782805429864253,135.0
04SwmTFshylAIDUNCYTh_12_R,0.748898678414097,227,0,135,12,80,heel off,0.07547169811320754,0.3333333333333333,0.12307692307692308,12.0
04SwmTFshylAIDUNCYTh_12_R,0.748898678414097,227,0,135,12,80,toe off,0.9090909090909091,1.0,0.9523809523809523,80.0
04SwmTFshylAIDUNCYTh_4_R,0.9734513274336283,226,0,84,48,94,foot flat,0.9545454545454546,1.0,0.9767441860465116,84.0
04SwmTFshylAIDUNCYTh_4_R,0.9734513274336283,226,0,84,48,94,heel off,0.9565217391304348,0.9166666666666666,0.9361702127659575,48.0
04SwmTFshylAIDUNCYTh_4_R,0.9734513274336283,226,0,84,48,94,toe off,1.0,0.9787234042553191,0.989247311827957,94.0
04SwmTFshylAIDUNCYTh_8_R,0.9730941704035875,223,0,89,41,93,foot flat,0.9887640449438202,0.9887640449438202,0.9887640449438202,89.0
04SwmTFshylAIDUNCYTh_8_R,0.9730941704035875,223,0,89,41,93,heel off,0.8888888888888888,0.975609756097561,0.9302325581395349,41.0
04SwmTFshylAIDUNCYTh_8_R,0.9730941704035875,223,0,89,41,93,toe off,1.0,0.956989247311828,0.978021978021978,93.0
0bYDrU653eQr2GwcMXXw_14_L,0.8300970873786407,206,3,97,10,96,heel strike,0.5,1.0,0.6666666666666666,3.0
0bYDrU653eQr2GwcMXXw_14_L,0.8300970873786407,206,3,97,10,96,foot flat,1.0,0.7835051546391752,0.8786127167630058,97.0
0bYDrU653eQr2GwcMXXw_14_L,0.8300970873786407,206,3,97,10,96,heel off,0.23809523809523808,1.0,0.38461538461538464,10.0
0bYDrU653eQr2GwcMXXw_14_L,0.8300970873786407,206,3,97,10,96,toe off,1.0,0.8541666666666666,0.9213483146067416,96.0
0bYDrU653eQr2GwcMXXw_6_L,0.927536231884058,207,13,60,45,89,heel strike,1.0,0.46153846153846156,0.631578947368421,13.0
0bYDrU653eQr2GwcMXXw_6_L,0.927536231884058,207,13,60,45,89,foot flat,0.8955223880597015,1.0,0.9448818897637795,60.0
0bYDrU653eQr2GwcMXXw_6_L,0.927536231884058,207,13,60,45,89,heel off,0.8490566037735849,1.0,0.9183673469387755,45.0
0bYDrU653eQr2GwcMXXw_6_L,0.927536231884058,207,13,60,45,89,toe off,1.0,0.9101123595505618,0.9529411764705882,89.0
0bYDrU653eQr2GwcMXXw_7_R,0.912621359223301,206,0,69,49,88,foot flat,0.8701298701298701,0.9710144927536232,0.9178082191780822,69.0
0bYDrU653eQr2GwcMXXw_7_R,0.912621359223301,206,0,69,49,88,heel off,0.8666666666666667,0.7959183673469388,0.8297872340425532,49.0
0bYDrU653eQr2GwcMXXw_7_R,0.912621359223301,206,0,69,49,88,toe off,1.0,0.9318181818181818,0.9647058823529412,88.0
0bYDrU653eQr2GwcMXXw_7_R,0.912621359223301,206,0,69,49,88,micro avg,0.9215686274509803,0.912621359223301,0.9170731707317074,206.0
0bYDrU653eQr2GwcMXXw_9_R,0.9257425742574258,202,0,65,53,84,foot flat,0.863013698630137,0.9692307692307692,0.9130434782608695,65.0
0bYDrU653eQr2GwcMXXw_9_R,0.9257425742574258,202,0,65,53,84,heel off,0.9347826086956522,0.8113207547169812,0.8686868686868687,53.0
0bYDrU653eQr2GwcMXXw_9_R,0.9257425742574258,202,0,65,53,84,toe off,1.0,0.9642857142857143,0.9818181818181818,84.0
0bYDrU653eQr2GwcMXXw_9_R,0.9257425742574258,202,0,65,53,84,micro avg,0.935,0.9257425742574258,0.9303482587064676,202.0
1D7YXIfhop3uOfsgoHjV_12_L,0.8310502283105022,219,5,60,79,75,heel strike,1.0,0.8,0.8888888888888888,5.0
1D7YXIfhop3uOfsgoHjV_12_L,0.8310502283105022,219,5,60,79,75,foot flat,0.759493670886076,1.0,0.8633093525179856,60.0
1D7YXIfhop3uOfsgoHjV_12_L,0.8310502283105022,219,5,60,79,75,heel off,1.0,0.5443037974683544,0.7049180327868853,79.0
1D7YXIfhop3uOfsgoHjV_12_L,0.8310502283105022,219,5,60,79,75,toe off,0.8064516129032258,1.0,0.8928571428571429,75.0
1bNvcoM97anYHfq1kXqs_5_R,0.9693877551020408,196,4,66,44,82,heel strike,1.0,0.75,0.8571428571428571,4.0
1bNvcoM97anYHfq1kXqs_5_R,0.9693877551020408,196,4,66,44,82,foot flat,0.9841269841269841,0.9393939393939394,0.9612403100775194,66.0
1bNvcoM97anYHfq1kXqs_5_R,0.9693877551020408,196,4,66,44,82,heel off,0.9148936170212766,0.9772727272727273,0.945054945054945,44.0
1bNvcoM97anYHfq1kXqs_5_R,0.9693877551020408,196,4,66,44,82,toe off,0.9879518072289156,1.0,0.9939393939393939,82.0
1bNvcoM97anYHfq1kXqs_7_R,0.9253731343283582,201,5,56,50,90,heel strike,0.7142857142857143,1.0,0.8333333333333334,5.0
1bNvcoM97anYHfq1kXqs_7_R,0.9253731343283582,201,5,56,50,90,foot flat,0.8709677419354839,0.9642857142857143,0.9152542372881356,56.0
1bNvcoM97anYHfq1kXqs_7_R,0.9253731343283582,201,5,56,50,90,heel off,0.8936170212765957,0.84,0.865979381443299,50.0
1bNvcoM97anYHfq1kXqs_7_R,0.9253731343283582,201,5,56,50,90,toe off,1.0,0.9444444444444444,0.9714285714285714,90.0
1z0rNIsIZDIrD740ib7D_10_L,0.9605911330049262,203,0,54,60,89,foot flat,0.9122807017543859,0.9629629629629629,0.9369369369369369,54.0
1z0rNIsIZDIrD740ib7D_10_L,0.9605911330049262,203,0,54,60,89,heel off,0.9821428571428571,0.9166666666666666,0.9482758620689655,60.0
1z0rNIsIZDIrD740ib7D_10_L,0.9605911330049262,203,0,54,60,89,toe off,1.0,0.9887640449438202,0.9943502824858758,89.0
1z0rNIsIZDIrD740ib7D_10_L,0.9605911330049262,203,0,54,60,89,micro avg,0.9701492537313433,0.9605911330049262,0.9653465346534653,203.0
1z0rNIsIZDIrD740ib7D_11_R,0.8669950738916257,203,9,69,43,82,heel strike,1.0,0.7777777777777778,0.875,9.0
1z0rNIsIZDIrD740ib7D_11_R,0.8669950738916257,203,9,69,43,82,foot flat,0.9583333333333334,0.6666666666666666,0.7863247863247863,69.0
1z0rNIsIZDIrD740ib7D_11_R,0.8669950738916257,203,9,69,43,82,heel off,0.640625,0.9534883720930233,0.7663551401869159,43.0
1z0rNIsIZDIrD740ib7D_11_R,0.8669950738916257,203,9,69,43,82,toe off,0.9761904761904762,1.0,0.9879518072289156,82.0
1z0rNIsIZDIrD740ib7D_5_R,0.9174757281553398,206,10,66,41,89,heel strike,1.0,0.6,0.75,10.0
1z0rNIsIZDIrD740ib7D_5_R,0.9174757281553398,206,10,66,41,89,foot flat,0.9344262295081968,0.8636363636363636,0.8976377952755905,66.0
1z0rNIsIZDIrD740ib7D_5_R,0.9174757281553398,206,10,66,41,89,heel off,0.7592592592592593,1.0,0.8631578947368421,41.0
1z0rNIsIZDIrD740ib7D_5_R,0.9174757281553398,206,10,66,41,89,toe off,1.0,0.9550561797752809,0.9770114942528736,89.0
1z0rNIsIZDIrD740ib7D_8_L,0.875,208,0,46,68,94,foot flat,0.6865671641791045,1.0,0.8141592920353983,46.0
1z0rNIsIZDIrD740ib7D_8_L,0.875,208,0,46,68,94,heel off,0.9038461538461539,0.6911764705882353,0.7833333333333333,68.0
1z0rNIsIZDIrD740ib7D_8_L,0.875,208,0,46,68,94,toe off,1.0,0.9468085106382979,0.9726775956284153,94.0
267ViyIlrQCyTPxPh0Bb_6_R,0.9595959595959596,198,3,83,27,85,heel strike,0.6,1.0,0.75,3.0
267ViyIlrQCyTPxPh0Bb_6_R,0.9595959595959596,198,3,83,27,85,foot flat,1.0,0.9156626506024096,0.9559748427672956,83.0
267ViyIlrQCyTPxPh0Bb_6_R,0.9595959595959596,198,3,83,27,85,heel off,0.8181818181818182,1.0,0.9,27.0
267ViyIlrQCyTPxPh0Bb_6_R,0.9595959595959596,198,3,83,27,85,toe off,1.0,0.9882352941176471,0.9940828402366864,85.0
2DkAfN0SOvEuGfHqLA5H_7_R,0.9897959183673469,196,3,68,44,81,heel strike,1.0,1.0,1.0,3.0
2DkAfN0SOvEuGfHqLA5H_7_R,0.9897959183673469,196,3,68,44,81,foot flat,0.9855072463768116,1.0,0.9927007299270073,68.0
2DkAfN0SOvEuGfHqLA5H_7_R,0.9897959183673469,196,3,68,44,81,heel off,1.0,0.9545454545454546,0.9767441860465116,44.0
2DkAfN0SOvEuGfHqLA5H_7_R,0.9897959183673469,196,3,68,44,81,toe off,0.9878048780487805,1.0,0.9938650306748467,81.0
2VCKgAxw7W55pgMsYhJU_10_L,0.966183574879227,207,0,87,34,86,foot flat,0.9354838709677419,1.0,0.9666666666666667,87.0
2VCKgAxw7W55pgMsYhJU_10_L,0.966183574879227,207,0,87,34,86,heel off,0.9655172413793104,0.8235294117647058,0.8888888888888888,34.0
2VCKgAxw7W55pgMsYhJU_10_L,0.966183574879227,207,0,87,34,86,toe off,1.0,0.9883720930232558,0.9941520467836257,86.0
2VCKgAxw7W55pgMsYhJU_11_R,0.927536231884058,207,0,106,23,78,foot flat,1.0,0.9056603773584906,0.9504950495049505,106.0
2VCKgAxw7W55pgMsYhJU_11_R,0.927536231884058,207,0,106,23,78,heel off,0.6428571428571429,0.782608695652174,0.7058823529411765,23.0
2VCKgAxw7W55pgMsYhJU_11_R,0.927536231884058,207,0,106,23,78,toe off,0.9397590361445783,1.0,0.968944099378882,78.0
2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,heel strike,0.0,0.0,0.0,2.0
2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,foot flat,0.9791666666666666,0.9690721649484536,0.9740932642487047,97.0
2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,heel off,0.875,0.9130434782608695,0.8936170212765957,23.0
2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,toe off,0.9767441860465116,1.0,0.9882352941176471,84.0
2VSiky9fSdecegDBBxZn_11_L,0.897196261682243,214,7,93,32,82,heel strike,1.0,0.42857142857142855,0.6,7.0
2VSiky9fSdecegDBBxZn_11_L,0.897196261682243,214,7,93,32,82,foot flat,0.9518072289156626,0.8494623655913979,0.8977272727272727,93.0
2VSiky9fSdecegDBBxZn_11_L,0.897196261682243,214,7,93,32,82,heel off,0.6666666666666666,0.875,0.7567567567567568,32.0
2VSiky9fSdecegDBBxZn_11_L,0.897196261682243,214,7,93,32,82,toe off,0.9534883720930233,1.0,0.9761904761904762,82.0
2VSiky9fSdecegDBBxZn_8_R,0.9282296650717703,209,0,86,46,77,foot flat,1.0,0.9069767441860465,0.9512195121951219,86.0
2VSiky9fSdecegDBBxZn_8_R,0.9282296650717703,209,0,86,46,77,heel off,0.9285714285714286,0.8478260869565217,0.8863636363636364,46.0
2VSiky9fSdecegDBBxZn_8_R,0.9282296650717703,209,0,86,46,77,toe off,0.9166666666666666,1.0,0.9565217391304348,77.0
2VSiky9fSdecegDBBxZn_8_R,0.9282296650717703,209,0,86,46,77,micro avg,0.9509803921568627,0.9282296650717703,0.9394673123486683,209.0
2xEWici22n0TCq3xorWj_12_L,0.9680851063829787,188,0,71,43,74,foot flat,0.9722222222222222,0.9859154929577465,0.9790209790209791,71.0
2xEWici22n0TCq3xorWj_12_L,0.9680851063829787,188,0,71,43,74,heel off,1.0,0.8837209302325582,0.9382716049382716,43.0
2xEWici22n0TCq3xorWj_12_L,0.9680851063829787,188,0,71,43,74,toe off,0.961038961038961,1.0,0.9801324503311258,74.0
2xEWici22n0TCq3xorWj_12_L,0.9680851063829787,188,0,71,43,74,micro avg,0.9732620320855615,0.9680851063829787,0.9706666666666667,188.0
2xEWici22n0TCq3xorWj_5_R,0.9148936170212766,188,0,64,42,82,foot flat,0.9014084507042254,1.0,0.9481481481481482,64.0
2xEWici22n0TCq3xorWj_5_R,0.9148936170212766,188,0,64,42,82,heel off,0.7954545454545454,0.8333333333333334,0.813953488372093,42.0
2xEWici22n0TCq3xorWj_5_R,0.9148936170212766,188,0,64,42,82,toe off,1.0,0.8902439024390244,0.9419354838709677,82.0
34tQly329CjGgyE7vUal_11_R,0.8564102564102564,195,0,96,26,73,foot flat,1.0,0.7708333333333334,0.8705882352941177,96.0
34tQly329CjGgyE7vUal_11_R,0.8564102564102564,195,0,96,26,73,heel off,0.5263157894736842,0.7692307692307693,0.625,26.0
34tQly329CjGgyE7vUal_11_R,0.8564102564102564,195,0,96,26,73,toe off,0.9240506329113924,1.0,0.9605263157894737,73.0
34tQly329CjGgyE7vUal_11_R,0.8564102564102564,195,0,96,26,73,micro avg,0.8743455497382199,0.8564102564102564,0.8652849740932642,195.0
34tQly329CjGgyE7vUal_12_L,0.8080808080808081,198,8,48,68,74,heel strike,1.0,0.5,0.6666666666666666,8.0
34tQly329CjGgyE7vUal_12_L,0.8080808080808081,198,8,48,68,74,foot flat,0.6153846153846154,1.0,0.7619047619047619,48.0
34tQly329CjGgyE7vUal_12_L,0.8080808080808081,198,8,48,68,74,heel off,1.0,0.5,0.6666666666666666,68.0
34tQly329CjGgyE7vUal_12_L,0.8080808080808081,198,8,48,68,74,toe off,0.9024390243902439,1.0,0.9487179487179487,74.0
3KSq4m3qpqV9Z4zBDSjw_10_R,0.9302325581395349,86,0,36,13,37,foot flat,1.0,0.8611111111111112,0.9253731343283582,36.0
3KSq4m3qpqV9Z4zBDSjw_10_R,0.9302325581395349,86,0,36,13,37,heel off,0.7058823529411765,0.9230769230769231,0.8,13.0
3KSq4m3qpqV9Z4zBDSjw_10_R,0.9302325581395349,86,0,36,13,37,toe off,0.9736842105263158,1.0,0.9866666666666667,37.0
3KSq4m3qpqV9Z4zBDSjw_6_R,0.9772727272727273,88,0,33,15,40,foot flat,0.9705882352941176,1.0,0.9850746268656716,33.0
3KSq4m3qpqV9Z4zBDSjw_6_R,0.9772727272727273,88,0,33,15,40,heel off,0.9333333333333333,0.9333333333333333,0.9333333333333333,15.0
3KSq4m3qpqV9Z4zBDSjw_6_R,0.9772727272727273,88,0,33,15,40,toe off,1.0,0.975,0.9873417721518988,40.0
4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,heel strike,1.0,0.3333333333333333,0.5,3.0
4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,foot flat,0.953125,1.0,0.976,61.0
4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,heel off,1.0,0.8103448275862069,0.8952380952380953,58.0
4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,toe off,0.8795180722891566,1.0,0.9358974358974359,73.0
4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,heel strike,1.0,0.5555555555555556,0.7142857142857143,9.0
4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,foot flat,0.8157894736842105,1.0,0.8985507246376812,62.0
4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,heel off,0.9166666666666666,0.7674418604651163,0.8354430379746836,43.0
4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,toe off,1.0,0.9666666666666667,0.9830508474576272,90.0
4RvWQ0RVMCrvaB9C5ftU_6_L,0.98,200,7,65,45,83,heel strike,1.0,0.8571428571428571,0.9230769230769231,7.0
4RvWQ0RVMCrvaB9C5ftU_6_L,0.98,200,7,65,45,83,foot flat,0.9558823529411765,1.0,0.9774436090225563,65.0
4RvWQ0RVMCrvaB9C5ftU_6_L,0.98,200,7,65,45,83,heel off,0.9772727272727273,0.9555555555555556,0.9662921348314607,45.0
4RvWQ0RVMCrvaB9C5ftU_6_L,0.98,200,7,65,45,83,toe off,1.0,0.9879518072289156,0.9939393939393939,83.0
4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,heel strike,1.0,1.0,1.0,1.0
4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,foot flat,0.9846153846153847,1.0,0.9922480620155039,64.0
4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,heel off,1.0,0.9387755102040817,0.968421052631579,49.0
4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,toe off,0.975609756097561,1.0,0.9876543209876543,80.0
4bembLxBRqfB3gEVqTgI_10_R,0.8963730569948186,193,13,55,50,75,heel strike,1.0,0.3076923076923077,0.47058823529411764,13.0
4bembLxBRqfB3gEVqTgI_10_R,0.8963730569948186,193,13,55,50,75,foot flat,0.7432432432432432,1.0,0.8527131782945736,55.0
4bembLxBRqfB3gEVqTgI_10_R,0.8963730569948186,193,13,55,50,75,heel off,1.0,0.78,0.8764044943820225,50.0
4bembLxBRqfB3gEVqTgI_10_R,0.8963730569948186,193,13,55,50,75,toe off,0.9868421052631579,1.0,0.9933774834437086,75.0
4bembLxBRqfB3gEVqTgI_11_L,0.9644670050761421,197,4,81,38,74,heel strike,1.0,1.0,1.0,4.0
4bembLxBRqfB3gEVqTgI_11_L,0.9644670050761421,197,4,81,38,74,foot flat,1.0,0.9753086419753086,0.9875,81.0
4bembLxBRqfB3gEVqTgI_11_L,0.9644670050761421,197,4,81,38,74,heel off,0.9428571428571428,0.868421052631579,0.9041095890410958,38.0
4bembLxBRqfB3gEVqTgI_11_L,0.9644670050761421,197,4,81,38,74,toe off,0.9367088607594937,1.0,0.9673202614379085,74.0
4bembLxBRqfB3gEVqTgI_5_L,0.9744897959183674,196,6,80,33,77,heel strike,1.0,0.6666666666666666,0.8,6.0
4bembLxBRqfB3gEVqTgI_5_L,0.9744897959183674,196,6,80,33,77,foot flat,0.9753086419753086,0.9875,0.9813664596273292,80.0
4bembLxBRqfB3gEVqTgI_5_L,0.9744897959183674,196,6,80,33,77,heel off,0.96875,0.9393939393939394,0.9538461538461539,33.0
4bembLxBRqfB3gEVqTgI_5_L,0.9744897959183674,196,6,80,33,77,toe off,0.9746835443037974,1.0,0.9871794871794872,77.0
4bembLxBRqfB3gEVqTgI_6_R,0.9655172413793104,203,6,80,32,85,heel strike,1.0,0.8333333333333334,0.9090909090909091,6.0
4bembLxBRqfB3gEVqTgI_6_R,0.9655172413793104,203,6,80,32,85,foot flat,0.987012987012987,0.95,0.9681528662420382,80.0
4bembLxBRqfB3gEVqTgI_6_R,0.9655172413793104,203,6,80,32,85,heel off,0.8421052631578947,1.0,0.9142857142857143,32.0
4bembLxBRqfB3gEVqTgI_6_R,0.9655172413793104,203,6,80,32,85,toe off,1.0,0.9764705882352941,0.9880952380952381,85.0
4bembLxBRqfB3gEVqTgI_9_L,0.9747474747474747,198,2,83,32,81,heel strike,0.5,1.0,0.6666666666666666,2.0
4bembLxBRqfB3gEVqTgI_9_L,0.9747474747474747,198,2,83,32,81,foot flat,1.0,0.963855421686747,0.9815950920245399,83.0
4bembLxBRqfB3gEVqTgI_9_L,0.9747474747474747,198,2,83,32,81,heel off,0.9142857142857143,1.0,0.9552238805970149,32.0
4bembLxBRqfB3gEVqTgI_9_L,0.9747474747474747,198,2,83,32,81,toe off,1.0,0.9753086419753086,0.9875,81.0
4diavXwzETso5buth3ON_13_R,0.9336734693877551,196,0,96,34,66,foot flat,1.0,0.8958333333333334,0.945054945054945,96.0
4diavXwzETso5buth3ON_13_R,0.9336734693877551,196,0,96,34,66,heel off,0.8,0.9411764705882353,0.8648648648648649,34.0
4diavXwzETso5buth3ON_13_R,0.9336734693877551,196,0,96,34,66,toe off,0.9701492537313433,0.9848484848484849,0.9774436090225563,66.0
4diavXwzETso5buth3ON_13_R,0.9336734693877551,196,0,96,34,66,micro avg,0.9481865284974094,0.9336734693877551,0.9408740359897172,196.0
4diavXwzETso5buth3ON_6_L,0.9354838709677419,186,4,68,41,73,heel strike,0.0,0.0,0.0,4.0
4diavXwzETso5buth3ON_6_L,0.9354838709677419,186,4,68,41,73,foot flat,0.9393939393939394,0.9117647058823529,0.9253731343283582,68.0
4diavXwzETso5buth3ON_6_L,0.9354838709677419,186,4,68,41,73,heel off,0.8666666666666667,0.9512195121951219,0.9069767441860465,41.0
4diavXwzETso5buth3ON_6_L,0.9354838709677419,186,4,68,41,73,toe off,0.9733333333333334,1.0,0.9864864864864865,73.0
4ikPFuW5GnKXxIAtDvCg_13_R,0.7806122448979592,196,0,87,57,52,foot flat,1.0,0.8735632183908046,0.9325153374233128,87.0
4ikPFuW5GnKXxIAtDvCg_13_R,0.7806122448979592,196,0,87,57,52,heel off,0.6944444444444444,0.43859649122807015,0.5376344086021505,57.0
4ikPFuW5GnKXxIAtDvCg_13_R,0.7806122448979592,196,0,87,57,52,toe off,0.6190476190476191,1.0,0.7647058823529411,52.0
4ikPFuW5GnKXxIAtDvCg_7_R,0.9608938547486033,179,0,65,32,82,foot flat,0.9701492537313433,1.0,0.9848484848484849,65.0
4ikPFuW5GnKXxIAtDvCg_7_R,0.9608938547486033,179,0,65,32,82,heel off,0.8571428571428571,0.9375,0.8955223880597015,32.0
4ikPFuW5GnKXxIAtDvCg_7_R,0.9608938547486033,179,0,65,32,82,toe off,1.0,0.9390243902439024,0.9685534591194969,82.0
4p8vTR6bPtp9RKCtQAJk_10_L,0.8877551020408163,196,7,47,63,79,heel strike,0.7,1.0,0.8235294117647058,7.0
4p8vTR6bPtp9RKCtQAJk_10_L,0.8877551020408163,196,7,47,63,79,foot flat,0.7213114754098361,0.9361702127659575,0.8148148148148148,47.0
4p8vTR6bPtp9RKCtQAJk_10_L,0.8877551020408163,196,7,47,63,79,heel off,1.0,0.6984126984126984,0.822429906542056,63.0
4p8vTR6bPtp9RKCtQAJk_10_L,0.8877551020408163,196,7,47,63,79,toe off,0.9753086419753086,1.0,0.9875,79.0
4p8vTR6bPtp9RKCtQAJk_11_R,0.826530612244898,196,6,45,69,76,heel strike,0.75,1.0,0.8571428571428571,6.0
4p8vTR6bPtp9RKCtQAJk_11_R,0.826530612244898,196,6,45,69,76,foot flat,0.6142857142857143,0.9555555555555556,0.7478260869565218,45.0
4p8vTR6bPtp9RKCtQAJk_11_R,0.826530612244898,196,6,45,69,76,heel off,1.0,0.5362318840579711,0.6981132075471698,69.0
4p8vTR6bPtp9RKCtQAJk_11_R,0.826530612244898,196,6,45,69,76,toe off,0.9382716049382716,1.0,0.9681528662420382,76.0
4p8vTR6bPtp9RKCtQAJk_6_L,0.96,200,7,59,46,88,heel strike,0.875,1.0,0.9333333333333333,7.0
4p8vTR6bPtp9RKCtQAJk_6_L,0.96,200,7,59,46,88,foot flat,1.0,0.9152542372881356,0.9557522123893806,59.0
4p8vTR6bPtp9RKCtQAJk_6_L,0.96,200,7,59,46,88,heel off,0.8679245283018868,1.0,0.9292929292929293,46.0
4p8vTR6bPtp9RKCtQAJk_6_L,0.96,200,7,59,46,88,toe off,1.0,0.9659090909090909,0.9826589595375722,88.0
4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,heel strike,0.8888888888888888,1.0,0.9411764705882353,8.0
4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,foot flat,0.90625,0.9830508474576272,0.943089430894309,59.0
4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,heel off,0.9534883720930233,0.8723404255319149,0.9111111111111111,47.0
4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,toe off,1.0,0.975609756097561,0.9876543209876543,82.0
4woc10tIodbQb8cnVOlP_7_R,0.923469387755102,196,5,31,79,81,heel strike,1.0,1.0,1.0,5.0
4woc10tIodbQb8cnVOlP_7_R,0.923469387755102,196,5,31,79,81,foot flat,0.7045454545454546,1.0,0.8266666666666667,31.0
4woc10tIodbQb8cnVOlP_7_R,0.923469387755102,196,5,31,79,81,heel off,1.0,0.810126582278481,0.8951048951048951,79.0
4woc10tIodbQb8cnVOlP_7_R,0.923469387755102,196,5,31,79,81,toe off,0.9759036144578314,1.0,0.9878048780487805,81.0
4woc10tIodbQb8cnVOlP_8_L,0.9137055837563451,197,0,41,69,87,foot flat,0.7192982456140351,1.0,0.8367346938775511,41.0
4woc10tIodbQb8cnVOlP_8_L,0.9137055837563451,197,0,41,69,87,heel off,0.9814814814814815,0.7681159420289855,0.8617886178861789,69.0
4woc10tIodbQb8cnVOlP_8_L,0.9137055837563451,197,0,41,69,87,toe off,1.0,0.9885057471264368,0.9942196531791907,87.0
4woc10tIodbQb8cnVOlP_9_R,0.7692307692307693,195,15,3,96,81,heel strike,0.0,0.0,0.0,15.0
4woc10tIodbQb8cnVOlP_9_R,0.7692307692307693,195,15,3,96,81,foot flat,0.075,1.0,0.13953488372093023,3.0
4woc10tIodbQb8cnVOlP_9_R,0.7692307692307693,195,15,3,96,81,heel off,1.0,0.6875,0.8148148148148148,96.0
4woc10tIodbQb8cnVOlP_9_R,0.7692307692307693,195,15,3,96,81,toe off,0.9101123595505618,1.0,0.9529411764705882,81.0
5gJXvwoY7GASU8e6kD4a_11_L,0.9530516431924883,213,8,77,41,87,heel strike,1.0,0.75,0.8571428571428571,8.0
5gJXvwoY7GASU8e6kD4a_11_L,0.9530516431924883,213,8,77,41,87,foot flat,0.9487179487179487,0.961038961038961,0.9548387096774194,77.0
5gJXvwoY7GASU8e6kD4a_11_L,0.9530516431924883,213,8,77,41,87,heel off,0.9230769230769231,0.8780487804878049,0.9,41.0
5gJXvwoY7GASU8e6kD4a_11_L,0.9530516431924883,213,8,77,41,87,toe off,0.9666666666666667,1.0,0.9830508474576272,87.0
5gJXvwoY7GASU8e6kD4a_7_L,0.9797979797979798,198,3,71,36,88,heel strike,0.75,1.0,0.8571428571428571,3.0
5gJXvwoY7GASU8e6kD4a_7_L,0.9797979797979798,198,3,71,36,88,foot flat,0.9722222222222222,0.9859154929577465,0.9790209790209791,71.0
5gJXvwoY7GASU8e6kD4a_7_L,0.9797979797979798,198,3,71,36,88,heel off,0.9714285714285714,0.9444444444444444,0.9577464788732394,36.0
5gJXvwoY7GASU8e6kD4a_7_L,0.9797979797979798,198,3,71,36,88,toe off,1.0,0.9886363636363636,0.9942857142857143,88.0
5gJXvwoY7GASU8e6kD4a_8_R,0.9191919191919192,198,3,82,33,80,heel strike,0.75,1.0,0.8571428571428571,3.0
5gJXvwoY7GASU8e6kD4a_8_R,0.9191919191919192,198,3,82,33,80,foot flat,1.0,0.8780487804878049,0.935064935064935,82.0
5gJXvwoY7GASU8e6kD4a_8_R,0.9191919191919192,198,3,82,33,80,heel off,0.75,0.8181818181818182,0.782608695652174,33.0
5gJXvwoY7GASU8e6kD4a_8_R,0.9191919191919192,198,3,82,33,80,toe off,0.9302325581395349,1.0,0.963855421686747,80.0
5t2kQOL3p253joFBs6aM_3_R,0.8516746411483254,209,8,54,55,92,heel strike,1.0,0.875,0.9333333333333333,8.0
5t2kQOL3p253joFBs6aM_3_R,0.8516746411483254,209,8,54,55,92,foot flat,0.7105263157894737,1.0,0.8307692307692308,54.0
